Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
acceptable,"beds, too small for a 3 people room",the fact that it was next to the airport,7.0,December 2021,"December 4, 2021",Deluxe Two Beds,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Tired and worn from constant use and rapid turnover,The room was not totally clean.  The air conditioning did not cool below 26.,,4.0,May 2024,"May 24, 2024",Superior Queen Room,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Price way to high for the room,"Bed was on rollers so you could not sit up to watch tv, as the bed would roll. AC was not working properly",Close to airport,4.0,June 2024,"June 15, 2024",Deluxe Queen,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Hotel is in complacency mode due to the conveniency of its location,Room had a chemical odor,Closeness to airport,6.0,July 2024,"July 10, 2024",Deluxe Queen,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
dissapointing,"The room was smelling a lot like fresh paint
The bed was also terrible, it moved a lot",,2.0,August 2024,"August 20, 2024",Deluxe Queen,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Comfortable stay at the airport,The music in the main hall was too loud until late + water in the shower was cold,Perfect stay for an early flight or late arrival,7.0,January 2023,"January 23, 2023",Deluxe Two Beds,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Pleasant,"Shower didn’t work, changed rooms.  Some rooms are older and need renovation",,6.0,July 2022,"August 18, 2022",Deluxe Two Beds,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Overall good stay over the night.,"Faulty fixing of taps in the bathroom (at the washbasin), which gave the impression of a lack of interest on the part of the technical person in charge.",Very well located for short stopover during the international trip. Just walking distance to/from terminal 1 and air rail connected with terminal 2.,8.0,February 2024,"March 4, 2024",Superior King Room,1,Group,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Not a good experience,The room had a nasty smell and the pillow cover was dirty. It seems like the room was not cleaned for a long  while. Not at all my previous experiences in the same hotel.,,4.0,March 2022,"March 25, 2022",Camino Real Club King - Breakfast Included for Adults Only,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Camino real for me meant quality not at all in this hotel  in mexico,"The room very old tv does not work 
The shower broken  everything overall very old maintance",,1.0,August 2022,"August 24, 2022",Deluxe Queen,1,Group,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Expensive for the horrible value prop.,"Horrible hotel, very old and the room looked all dirty. It is poorly maintained.",Nothing.,1.0,December 2021,"December 16, 2021",Deluxe Two Beds,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Great option for resting at the airport,The room was a bit small,"Is a very good and comfortable option for an overnight sleep at the airport, it has many eating options and a wellness area which is highly appreciated",8.0,April 2024,"April 15, 2024",Superior King Room,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
A 2 star hotel not 5,Very gross room - smelled like mildew,Connected to the airport,2.0,October 2021,"October 6, 2021",Deluxe Queen,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Normal staying. A bit expensive for the offer. Only one lift for 10 floors….,Very old and it seems not clean,Closer to airport,6.0,February 2024,"March 17, 2024",Superior Queen Room,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
fulfils the purpose of doing a stopover in Mexico City airport,"premises a bit old
Funny smell in the room","close to the airport
good value for money 
fulfils the purpose of doing a stopover in Mexico City airport",8.0,July 2022,"July 23, 2022",Deluxe Queen,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Good,Bathrooms in the rooms were a little old and in need of repairs.,"Great airport hotel, so close to Mexico City international.",7.0,February 2022,"February 11, 2022",Deluxe King,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Pleasant,"the hallways are run down, the room was very small",,6.0,October 2022,"October 5, 2022",Deluxe Queen,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Bad,Changed of price . The room looked like a Motel .,,1.0,January 2023,"February 1, 2023",Deluxe Queen,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
convenient fpr connecting flights,"room very old decorated, bed not comfortable",connected to the airport,5.0,May 2022,"June 17, 2022",Deluxe Queen,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Disappointing,"Air conditioning didn’t work, rooms are old and noisy",Next to the airport,4.0,January 2024,"January 31, 2024",Camino Real Club King - Breakfast Included for Adults Only,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Fair,"The room had a very strong glue smell, my kids and I got a hard headache because of the strong glue smell",,5.0,July 2022,"July 17, 2022",Deluxe King,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
very convenient. staff was very helpful and having BioMedicos by the lobby to get your antigen test was wonderful and co,"it was difficult to place charges to your portfolio. you had to pay cash or put everything separately on a credit card instead of to the room when you pay everything all at once, including requesting a bucket of ice.",very close to the airport,8.0,January 2022,"January 29, 2022",Deluxe Two Beds,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Average,Beds are terrible,,5.0,December 2023,"December 30, 2023",Superior Double Room,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
One night,"Everything look and smells like in the 90s 

The bed was super soft, like the mattress was old! 

Door banging super loud while closing, so you wake up in the night from the neighbours!",Very close to the airport,3.0,February 2022,"March 7, 2022",Deluxe Queen,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Convenient location next to the airport.  Comfortable.,The rooms and the property are a bit outdated and tired.  No charging stations for electronic devices in rooms.,,7.0,November 2021,"December 3, 2021",Deluxe King,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Good,The beds where not comfy and one has a bend in the middle,,7.0,April 2024,"April 21, 2024",Deluxe Queen,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.000483010232681597
Not very clean,"The hotel in general was not very clean. We found hairs in the bed, asked for another room, only to find hairs again stick to the sheet.",,7.0,August 2023,"October 5, 2023",Deluxe Double Room,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
Wonderful,The room we were assigned it was really far away and my mom can’t walk that much.,It’s close to the airport,9.0,July 2023,"July 24, 2023",Superior Double Room,1,Group,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
Good,"Bad sound in the room , must be changed",Not so good this time,8.0,June 2023,"July 15, 2023",Superior King Room,2,Couple,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
perfect for stay over,the room seams a little old,Fast transfer and fast check inn,8.0,February 2023,"February 21, 2023",Camino Real Club Two Beds - Breakfast Included for Adults Only,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
old bed with a hole where the people sleep dirty lavabo. But the location is great. all the staff super nice all all fro,clearly they dont’t was the lavabo so god know how is the general room.,the lavabo full of mold accumulated from moths and months . Also the lavabo was clogged.,5.0,April 2024,"April 17, 2024",Deluxe Queen,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
Good,Room booked had no window. Hotel upgraded us but booking photos were deceptive.,Over priced if not included.,7.0,November 2022,"December 2, 2022",Deluxe Queen,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
better to stay somewhere else in a modern environment,"after so many decades of operation and millions of income, I expected to get a room with new furniture, which I didn´t! Even I asked for and at the reception I was secured to get a refurbished room, but it was not",Nähe zum Airport,4.0,March 2024,"April 16, 2024",Superior Double Room,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
Good,"bed and pillow  really unconfortable, the room felt humid.",,7.0,October 2021,"October 18, 2021",Deluxe Two Beds,1,Couple,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
Wonderful,Glass doors to bathroom.,,9.0,March 2022,"March 21, 2022",Deluxe Two Beds,1,Group,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
ok,Bathroom could have been cleaner,Direct access to the airport,7.0,March 2022,"March 11, 2022",Deluxe King,1,Solo traveler,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
confortable,not enough water in room,close to airport,8.0,December 2023,"December 30, 2023",Camino Real Club Two Beds - Breakfast Included for Adults Only,1,Family,8,0,1,0,0,0,0,0,0,0,0,0.00048301023268159694
For one night if looking for airport stay was ok,Food and service at the bar on the vending of our arrival left much to be desired.  We spent a lot of money and were treated poorly.  Breakfast was ok. Large selection and service there was good.,Location at airport was ideal.,4.0,May 2024,"May 17, 2024",Superior Double Room,1,Group,8,0,0,0,0,0,1,0,1,1,0,0.00048138774826271563
Safe and comfortable landing in Mexico City,"staff at restaurant had a busy day, every day ?",proximity to airport. otherwise location is far from city center.,9.0,March 2022,"March 13, 2022",Deluxe King,2,Family,8,0,0,0,0,0,1,0,1,1,0,0.00048138774826271563
Very Good,Interior of room not the newest,Close to the airport - pick up by car very easy - real good breakfast buffet,8.0,August 2023,"August 14, 2023",Superior Queen Room,1,Solo traveler,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Bad place to stay,The beds are not the size that you guys said and have wheels the was moving all might some one come next the to patch with duct tape the bathroom don’t have any holding bars for older people. I hope someone answers my complaints the president or ceo,The food and the front desk people were very polite,2.0,April 2024,"April 15, 2024",Deluxe Queen,2,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Fair,"Beds on wheels, which is ridiculous. They kept moving around… Don’t get it..",3 Restaurants,5.0,July 2024,"July 31, 2024",Superior Double Room,1,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Fair,Room was small. Outdated furniture and beds not comfortable. They are even on rollers. Floor was cheap. Not good for $200 in Mexico. Much better hotels near airport if needed.,Breakfast buffet was good.,5.0,July 2024,"July 3, 2024",Superior Double Room,1,Family,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Fair,"Our room door was under a disability ramp, so we have to lift our luggage in order to in/out the room.","Food on the restaurant, pretty amazing...",5.0,December 2021,"December 6, 2021",Deluxe King,1,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Very confortable,"Add to room Freezer, microndas and coffee maker",Don't got breakfast,9.0,November 2021,"November 25, 2021",Deluxe King,1,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Serves a porpose,Rooms are data and in need of a lick of paint,"Breakfast and close to the airport, in fact there is s beidge",6.0,August 2022,"August 28, 2022",Deluxe Two Beds,1,Solo traveler,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Okay,"At nigh there was no one to help with the bags, they have stairs or a steep ramp to go inside.
The room had a mini bar, but no power socket to connect to, seriously.
The windows are not sound proof and somewhere close a party kept us awake until 4 AM.","The restaurant at the hotel is really good.
Theres a bridge to the Terminal 1 of the airport and also shuttles to other Terminals.",6.0,May 2022,"June 3, 2022",Camino Real Club Queen - Breakfast Included for Adults Only,1,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Excellence service,Room too far,24 restaurant,10.0,September 2021,"September 13, 2021",Deluxe Two Beds,1,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Needed a place to spend the night. Didn't have a reservation.,Shower faucet loose. Wouldn't stay at the desired temperature.,Did not eat breakfast.,9.0,February 2023,"February 5, 2023",Superior Double Room,1,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Very comfortable and convenient hotel near the airport.,"In the executive room my friend and I stayed, the water we were using while taking a shower got out of the shower area.",I did not have breakfast.,9.0,May 2023,"May 4, 2023",Superior King Room,1,Group,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
There are better options.,The room was old and tired and the bathtub badly cracked. It was expensive for what we got.,Connected to the airport. The buffet breakfast was good.,6.0,June 2022,"June 5, 2022",Deluxe Queen,1,Couple,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Average : close to airport only a plus,Room : bed keeps moving. Bed is not attached to headboard or wall. Bathroom is small.No ice bucket.no small refrigerator,Breakfast buffet price does not match w/ breakfast selection,6.0,May 2024,"May 17, 2024",Superior Double Room,3,Group,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Ok,The bed was on rollers so moved all over!  First time experiencing a rolling bed!!! Unsafe if a person was onsteady on his/her feet.,The breakfast was good but was not included so I paid.,8.0,December 2023,"December 22, 2023",Superior Double Room,1,Family,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
"Location was convenient, service in the hotel was really good! Nice people… but the room!","The room, small… too much!",Good! I really like it… good buffet!,7.0,November 2021,"December 27, 2021",Deluxe Queen,1,Family,8,0,1,0,0,0,0,1,0,0,0,0.00047794755585924464
Excellent Hotel to stay near Mexico City Airport Terminal 1,Elevators were tiny,Excellent option to stay near Mexico City Airport Terminal 1. Clean room with comfortable beds. Hot water and nice pressure of the shower heads. The room service was good and meal was yummi.,9.0,May 2022,"May 22, 2022",Camino Real Club King - Breakfast Included for Adults Only,1,Family,8,1,0,0,1,1,0,1,0,0,0,0.00047769916490550385
Not worth the stay,"Value vs money - the place is quite old, the food is not included, and the restaurant is quite average.","This is a fantastic Hotel if you are travelling early morning from T1. However, it is a little overpriced for what it is. The bed was comfortable enough, and the staff was super friendly, but the facilities are pretty old. For the cost, breakfast included would be ideal. If you are in a rush and don't want to move around the city, it isn't too bad, but there are some options in the area that are much better. 

We stayed here as we had an early flight, it was good enough for that. Knowing Mexico city now, we might stay somewhere else and take a cab early for our fligth - much nicer places for the same price.",4.0,September 2022,"October 11, 2022",Deluxe Queen,1,Couple,8,1,0,1,0,1,0,1,1,0,0,0.0004727249255503531
Great stay avoid breakfast…,Breakfast was terrible and overpriced. The food on the hot line was cold. The sausage was like rubber the coffee was  bitter and the bread hard…. Avoid at all cost.,"Excellent accommodations and very comfortable beds. The checking was fast and very efficient. The Ribeye tacos from room service are excellent, a sad contrast to breakfast see below…",6.0,February 2024,"March 3, 2024",Superior King Room,1,Solo traveler,8,1,0,0,0,1,0,1,1,0,0,0.00046957096621094463
"very enjoyable, great services e.g. transportation, assistance w problems by excellent staff, comfortable lobby/bar.",location of single room,Great customer service!,8.0,June 2022,"June 8, 2022",Deluxe Queen,1,Solo traveler,8,0,1,0,0,1,0,0,0,0,1,0.00046725845108701964
"it was ok, but definitely not worth the price","walls so thin, we could hear the TV in the room next door.
shower drain didn’t work properly and flooded the bathroom.
breakfast buffet overly expensive.
renovation work on 2nd and 3rd floors, made the lobby very loud during daytime",close to airport,7.0,February 2023,"February 10, 2023",Superior Double Room,1,Couple,8,0,1,0,1,0,0,0,1,0,0,0.0004627674956881606
Wasn't worth it.,The whole idea was to rest after a long flight but the room was right in front of a noisy bar that also acts as breakfast place. There was loud continued noise until 1 am and from 6 am.,,4.0,February 2024,"February 6, 2024",Superior Queen Room,1,Solo traveler,8,0,1,0,1,0,0,0,1,0,0,0.0004627674956881605
will now consider taxi or shuttle to less expensive hotel with better facilities,Room was chilly No tea/coffee making facilities. No hairdryer,in airport,5.0,February 2023,"April 16, 2023",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Disappointing,"The air condition is directly facing the bed and is directly blowing cold (or not) air on you while sleeping. Extremely uncomfortable. This time the air condition hardly worked, so only the noise and the dry air remained.",Close to the airport.,4.0,April 2024,"May 14, 2024",Deluxe Queen,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
The hotel was very pleasant (but had no Internet connection in my room),There is no internet connection on floor 3 and probably the floors above. The room has a desk but I couldn't work there because I had 0 wifi signal.,I really like the amenities and the vibe of the place.,8.0,April 2023,"April 28, 2023",Superior Double Room,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Disappointing,"check in. key didn't work, had to get a new key 2 times. noise levels were high in hall way and room next door.",,4.0,August 2022,"August 15, 2022",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
it was awesome to be so close to the airport,it needs to be sparkly clean and it wasn’t. the bathtub needed a little more cleaning,is modern looking,9.0,January 2022,"January 12, 2022",Deluxe Queen,1,Family,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Just Fine,Noise at the rooms,Near the airport,7.0,February 2024,"February 9, 2024",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
"Too much noise from everywhere, not possible to sleep.",The rooms have no noise cancelling and the airplanes are a terrible source of noise next to the people in the corridors. I was not able to sleep correctly. I've been in different hotels in CDMX airport and have not had such experience.,Easy to reach from Terminal 1.,4.0,August 2022,"August 16, 2022",Deluxe Two Beds,1,Family,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
When your earplugs are not enough...,"Very noisy, something was making a drilling noise since 4am! Windows aren't insulated either so airplanes and street noise gets into the room!

Also no coffee machine in the room",Reachable from the airport,5.0,April 2022,"April 6, 2022",Deluxe King,1,Family,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
It was good,Our room was near the elevators and it was noisy during the night.,,7.0,November 2023,"November 9, 2023",Deluxe King Room,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Disappointing,smell like old building & dirty dishes laying next to rooms all night,,4.0,May 2022,"May 14, 2022",Deluxe King,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
nice but needs improvements,"Noisy. in North tower rooms barking dogs, firecrackers and other disturbing noises can be heard",close to the airport,7.0,January 2023,"January 7, 2023",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
a complete head ache,"The hotel is a building site and should be closed . You cannot sleep as you have constant hammering and banging and drilling. I strongly advise people to steer well clear of this hotel until the building work is over. I have moved rooms twice as have the builders , i now find myself sitting in the airport terminal to get away from the hammering . Not the sleep i wanted!!!!",Nothing,1.0,November 2021,"November 26, 2021",Deluxe King,4,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
it was fine.,check in was terrible. they had our family of 5 in tow different towers of the hotel. The concierge took the time to help us figure it out so that we were in two room next to each other.  so much construction noise from outside. awful air quality.,"right in the airport, very easy access after a national flight",6.0,December 2021,"December 27, 2021",Deluxe Queen,1,Family,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Very Good,"The facilities are outdated, clean but look old, like the carpets, wooing.",,8.0,July 2022,"July 31, 2022",Deluxe Queen,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Very Good,Other guests slammed their doors loudly during the night around 3:00 Am and again 5:00 Am. Maybe a note can be put on each room door asking guests to be considerate and not make noise in the middle of the night.,,8.0,December 2022,"December 9, 2022",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Almost inside the airport,"The facilities are old, the room is a bit cramped and suffocating. Bed not very comfortable. It's only worth it for the convenience of being practically inside the airport","Right by the airport, you can get there by a footbridge, so it`s very handy for one night stays between a connection, for example (which was our case)",7.0,May 2022,"July 31, 2022",Deluxe Two Beds,1,Family,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
"Convenient location, big and clean room suitable for transit traveller.",Our room was on the 3rd floor but facing the lobby (downstairs) and we could hear lots of noise.,Easy access for transit traveller. Relatively reasonable pricing.,8.0,March 2023,"March 13, 2023",Deluxe Two Beds,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
"pratically inside the MXN airport, good nar service and live music, but instalation os bery old and the water pressure s","no pressure for water shower, noise reduction is not enough",localization practically inside the airport,8.0,July 2022,"July 23, 2022",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Good hotel for transit from Mexico city airport to other destinations.,We use this hotel frequently and find it spotty in quality. This time there was no makeup mirror the bathroom.  No hooks from which to hang towels after use.  Air condition temperature could not be adjusted so it was freezing in the room.  Booked a Camino Real Club room but did not get that.  Too tired after a very long check-in and flight from Rome to ask for a room change.,Perfect hotel when in transit.  Use it every time we need to fly out of Mexico City.,7.0,June 2022,"June 30, 2022",Camino Real Club King - Breakfast Included for Adults Only,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
NOT a 5-star hotel,This is NOT a 5-star hotel.  The indications are so poor that we could not find our room!  The cleaning lady (or man) constantly made noise outside our door!,check in,4.0,December 2021,"December 23, 2021",Deluxe Two Beds,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
CLOSEST TO AIRPORT,"Airport building changes have made the hotel access much further away from the international arrival area than before. 
Some hotel features are getting a little worn... Some keys on room safe no longer readable.",Vicinity to airport. Can be reached via a direct overpass connection. No need for taxi or shutle bus.,8.0,July 2022,"August 2, 2022",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Big lie about room description,"Huge lie in room description! The room was supposed to have sound insulation... We had a window facing a big roundabout and we could hear everything, car, motorbike z planes starting and landing. 
We didn't sleep, our baby didn't sleep. We were more tired than when we arrived!
At 6am someone in the lobby started to blast music very loudly for a few minutes and our baby woke up...
Also the baby cot looked like a secession piece of furniture with the mattress being way too small so the baby could fall off or suffocate. We had to share a bed with a baby and nobody slept....",Mattress was comfortable,1.0,November 2023,"January 18, 2024",Superior King Room,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
CLOSE to airport FAR from comfort!,"The whole experience was below my expectation:
1. The lobby was on the other extreme than the rooms.
2. In order to get to my room we had to go through a bizzare underground lobby to get to a dated elevator.
3. Our room door had 2 hands marks like chalk on the door which was weird.
4. The room smelled funky, not bad, just like it needed some air.
5. The bed was stiffer than your ex jajaja","The hotel is really close to one of the Terminals from the airport, but keep in mind that the Terminal NEXT to the hotel is for national flights, for international flights you have to take a 10 minute Uber which is not that bad.",1.0,January 2023,"February 22, 2023",Deluxe Queen,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Condom found beside sliding bed - dirty floor and toilet - noisy rooms beside fans,Condom found beside sliding bed - dirty floor and toilet - noisy rooms beside fans - dirty lobby - didn’t sleep in the room at all - I am really annoyed - I made a complaint and it was ignored! I expect some refund !,Beside airport but overpriced - I recommend anyone to stay in Hilton or another trusted hotel,1.0,January 2024,"February 1, 2024",Deluxe Queen,1,Solo traveler,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Clean and safe airport stay,Rooms are difficult to reach in rhe annex buildings,Accesibility to terminal 1,8.0,November 2023,"November 30, 2023",Deluxe Queen,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Fair,"extremely noisy:  pipes, air conditioners from the building, people arriving at all times of the night and you can hear them talk, argue. Sleeping is almost impossible.",close to the airport,5.0,November 2021,"November 29, 2021",Deluxe Two Beds,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
The most uncomfortable bed I’ve slept in my life,"Uncomfortable bed, dated facilities , window facing a ghetto. See pic attached",In front of the airport,3.0,March 2024,"March 6, 2024",Deluxe Queen,1,Couple,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Convenient location and nice rooms but unacceptable wait to check in,There was a long wait/ queue to check in. After a long flight I chose this hotel so I won’t have to deal with transports as I was flying with my5 year old daughter. But as soon as we arrive at the lobby we saw a long queue with people waiting to check in. We were at least 45 minutes in the queue until we got the keys for our room,,6.0,February 2022,"February 19, 2022",Deluxe Two Beds,1,Family,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Very Nice Hotel to stay near Mexico City Airport Terminal 1,"The elevators are bit tight, should be bigger, especially as most of the travelers have large size luggage",Very nice hotel well located in terminal 1 of Mexico City airport. In this hotel you can have a nice rest before continuing your trip. They offer free transportation to terminal 2.,9.0,August 2022,"September 27, 2022",Camino Real Club Two Beds - Breakfast Included for Adults Only,1,Family,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Good,Room facilities. No electric kettle/coffe machine and coffee stuff provided during my last time stay,Break fast,7.0,July 2024,"July 29, 2024",Superior Double Room,1,Group,8,0,1,0,1,0,0,0,0,0,0,0.0004625378081302766
Alright for one night but the Marriott beats it when rates are similar,The rooms are a bit tired in comparison with the Courtyard Marriott. The mattress was a bit like porridge. In need of modernisation.,The breakfast was good. Liked the lounge/bar area.,5.0,April 2022,"April 27, 2022",Deluxe King,1,Solo traveler,8,0,1,1,0,0,0,1,0,0,0,0.00046196438554992796
Pleasant,Room was not cleaned properly. Mentioning this at the reception nobody was taking care. Room was poorly soundproofed.,You can reach terminal 1 in walking distance. Restaurant and bar was good for dinner and snack.,6.0,October 2023,"October 12, 2023",Superior Double Room,1,Solo traveler,8,0,1,1,0,0,0,1,0,0,0,0.00046196438554992796
Bad,"No customer service 
Didn’t seem like five star from any angle 
Extremely expensive for the quality they give. 
There was construction work going on in the other room, my daughter couldn’t sleep. The person in the reception is lying that they are leaving in few minutes and after me getting down and speaking to the manager the work stopped after 2 hours. 
In check out my bags were left outside the hotel until we find the potter to take our bags, felt like I hare been thrown out from the hotel with my bags and with my family. The rooms are horrible and old. How is this place a five star?",The breakfast was okay,1.0,September 2021,"September 25, 2021",Deluxe King,3,Family,8,0,1,0,0,0,1,1,0,0,0,0.00046062981417926556
Was good.,Shower was leaking. I found trash on the floor of the bathroom. Other wise bell boys and everybody else was very helpful and polite,Had variety! But the food cooked at the spot was not very tasty,6.0,July 2022,"July 7, 2022",Deluxe Two Beds,1,Solo traveler,8,0,1,0,0,0,1,1,0,0,0,0.00046062981417926556
Won't go there again,"Scheduled to land at 23:50, so selected check-in time of 00:00 - 01:00, and also messaged the hotel directly twice, to give them my flight number and arrival time.  I arrived at the reception desk at 01:01, as the flight was a little late, to find they had cancelled my room and charged the credit card that I used for the reservation at 23:30.  The receptionist was very rude.  She did find us a room, when we went to it, someone was already occupying it (our key opened their door though, not very secure), and she did not tell us about the Club room for breakfast just said breakfast was not included in the rate.  The hotel was being refurbished, so there was building works noise from 8am, which we could hear clearly with the 3cm gap under the room door.  This hotel really is the worst of the 3 options at Terminal 1 for the ones that you can walk to.  Try the Hilton or Marriott, or one of the ones with the short shuttle.

To be fair the rest of the staff, the concierge, the Club room breakfast staff, were all wonderful, just the receptionist needs some attitude training.",,4.0,March 2023,"April 6, 2023",Camino Real Club King - Breakfast Included for Adults Only,1,Couple,8,0,1,0,1,0,1,0,1,0,0,0.00045979652311689377
I highly recommended.,The entire hotel needs general maintenance.,The staff was very attentive and the hotel was very clean .The buffet was very good and abundant and varied.,9.0,April 2024,"April 9, 2024",Superior Double Room,1,Family,8,1,0,0,0,1,0,1,0,0,0,0.000459333116521642
Very good hotel. Good value for money.,,"Really good restaurant with a range of dishes for breakfast and dinner. 
Comfortable room / great shower / friendly staff / range of TV programmes.",10.0,February 2023,"March 2, 2023",Deluxe Two Beds,1,Solo traveler,8,1,0,0,0,1,0,1,0,0,0,0.000459333116521642
great value for a luxury hotel,absolutely NOTHING!,"The staff was welcoming. Free shuttle from the airport. Hotel is right at the airport. Room was huge with a very comfortable bed, nice toiletries, fluffy robe and slippers. Room service breakfast was exactly on time and delicious.",10.0,November 2022,"November 10, 2022",Deluxe Queen,1,Solo traveler,8,1,0,0,0,1,0,1,0,0,0,0.000459333116521642
